docid,title,author,inferred_date,pages_fic,pct_fic,totalpages
uiuo.ark+=13960=t6h13973w,The young bride. A novel,"Briscoe,",1857,308,0.9,344
njp.32101063605396,"The Sister of Charity; or, From Bermendsey to Belgravia","Challice, Annie Emma,",1857,347,0.93,372
njp.32101067633683,"The Roua Pass, or, Englishmen in the Highlands","Grogan, Mercy,",1857,318,0.95,334
njp.32101067707768,"Eda Morton and her cousins, or School-room days","Bell, M. M.",1857,293,0.9,326
njp.32101068141769,Nuts and nutcrackers,"Lever, Charles James,",1857,248,0.93,268
njp.32101062934136,Madaron; or the artisan of Nismes,"White, D'Aubigné.",1857,228,0.54,420
uc1.b4019815,The thousand and one days;,"Pardoe,",1857,360,0.89,406
uva.x030802237,Stories and lessons on the catechism with the first-class girls of Forley,"Jackson, William,",1857,227,0.38,594
dul1.ark+=13960=t2j67z85m,The white house by the sea,"Betham-Edwards, Matilda,",1857,501,0.97,516
coo.31924013459379,The highlanders of Glen Ora,"Grant, James,",1857,275,0.65,424
mdp.39015058691265,"Tales from ""Blackwood.""",<blank>,1858,358,0.93,386
mdp.39015058691315,"Tales from ""Blackwood.""",<blank>,1858,366,0.95,384
mdp.39015057226311,The young duchess;,"Reynolds, George W. M.",1860,412,0.96,430
mdp.39015054476059,William the Conqueror,"Napier, Charles James,",1858,468,0.96,487
uc2.ark+=13960=t6445pm85,Legendary tales,"Gatty, Alfred,",1858,303,0.95,320
mdp.39015013100063,The whole works of King Alfred the Great,"Alfred,",1858,458,0.77,596
mdp.39015053245141,Early English prose romances,"Thoms, William John,",1858,172,0.5,346
mdp.39015054073138,Adventures of Don Quixote de la Mancha,"Cervantes Saavedra, Miguel de,",1858,613,0.94,652
mdp.39015064810008,A woman's thoughts about women,"Craik, Dinah Maria Mulock,",1858,208,0.55,379
wu.89094195575,The village museum,"Hoare, George Tooker,",1858,29,0.41,70
wu.89075295477,Recollections of Mrs. Hester Taffetas,"Taffetas, Hester.",1858,430,0.84,512
inu.32000000635161,The stage and the company,Hubback J. Agnes Milbourne.,1858,320,0.94,340
inu.32000003323641,The poetical works of Edgar Allan Poe,"Poe, Edgar Allan,",1858,115,0.3,386
uc1.b3324481,Charmione,"Leatham, Edward A.",1858,291,0.96,304
uc1.b3325598,The year nine,"Manning, Anne,",1858,282,0.86,328
uc1.b4102902,Rides and reveries of the late Mr. Æsop Smith,"Tupper, Martin Farquhar,",1858,338,0.95,354
uc2.ark+=13960=t6f18v80s,"Historical acting charades, or, Amusements for winter evenings","Maitland, Julia Charlotte,",1858,184,0.68,270
uc2.ark+=13960=t6n012p7w,"The timely retreat; or, A year in Bengal before the mutinies","Dunlop, Madeline Anne Wallace.",1858,179,0.65,274
uc2.ark+=13960=t7np22q3z,Heckington;,"Gore,",1858,303,0.95,318
uc2.ark+=13960=t5bc3zs03,Gerald Fitzgerald,"Herbert, George,",1858,313,0.97,324
uc2.ark+=13960=t5gb23q49,The history of a merchant's widow and her young family,"Hofland,",1858,162,0.85,190
uc2.ark+=13960=t15m63w5d,"A lover's quarrel, or, The county ball","Smythies,Gordon,",1858,302,0.94,320
uc2.ark+=13960=t6vx0fv22,Paved with gold;,"Mayhew, Augustus,",1858,459,0.96,480
nnc1.cu58504877,The day after to-morrow,"Bainbridge, William,",1858,429,0.98,440
nyp.33433067343743,Anecdotes of dogs,"Jesse, Edward,",1858,219,0.42,518
nyp.33433008143137,The drunkard's son: a tale for the times,<blank>,1858,202,0.94,216
nyp.33433008142238,The Lathams: a tale,"Owen, Fairleigh.",1858,128,0.93,138
nyp.33433044731895,"Lorimer Littlegood, esq","Cole, Alfred W.",1858,356,0.96,372
nyp.33433082452479,Traits and stories of Anglo-Indian life,"Addison, Henry Robert,",1858,218,0.66,332
nyp.33433074919402,The Tower of London,"Ainsworth, William Harrison,",1858,433,0.91,476
nyp.33433074920590,Five years of it,"Austin, Alfred,",1858,318,0.91,348
nyp.33433074936752,An English girl's account of a Moravian settlement in the Black Forest,"Batty, Beatrice.",1858,317,0.95,332
nyp.33433075735807,"Christian Gellert, and other sketches","Auerbach, Berthold,",1858,191,0.93,206
nyp.33433076069586,"Parthenia; or, the last days of paganism","Lee, Eliza Buckminster,",1858,311,0.93,336
uiuo.ark+=13960=t14m9rq7t,Adèle,"Kavanagh, Julia,",1858,319,0.97,330
uiuo.ark+=13960=t4fn1v70b,The countess de Bonneval,"Fullerton, Georgiana,",1858,305,0.95,320
uiuo.ark+=13960=t2794hz6s,Dawn and twilight,"Hopton, Anna Maria,",1858,214,0.88,242
uiuo.ark+=13960=t3qv3wj4r,"Eva Desmond, or, Mutation",<blank>,1858,334,0.91,366
uiuo.ark+=13960=t9k36fx9p,For and against,"Wilbraham, Frances M.",1858,381,0.95,400
uiuo.ark+=13960=t4rj4tc32,Friends at their own fireside,"Ellis, Sarah Stickney,",1858,354,0.97,364
uiuo.ark+=13960=t5bc4k63r,Gaston Bligh,"Lavenu, L. S.",1858,323,0.94,342
uiuo.ark+=13960=t5fb5dv73,The Gilberts & their guests,"Day, Julia.",1858,322,0.96,334
uiuo.ark+=13960=t9w09bq3r,Home & the homeless,"Caddell, Cecilia Mary,",1858,355,0.97,366
uiuo.ark+=13960=t8ff4985r,The ladies of Bever Hollow,"Manning, Anne,",1858,293,0.96,306
uiuo.ark+=13960=t08w4053f,The laird of Norlaw,"Oliphant,",1858,321,0.97,332
uiuo.ark+=13960=t17m0vj8t,Lord Montagu's page,"James, G. P. R.",1858,338,0.97,348
uiuo.ark+=13960=t70v92n03,The poor relation,"Pardoe,",1858,320,0.98,328
uiuo.ark+=13960=t1pg1zm61,The reigning beauty,"Chatterton, Georgiana,",1858,312,0.96,326
uiuo.ark+=13960=t23b6pc82,Rumour,"Sheppard, Elizabeth Sara,",1858,312,0.96,324
uiuo.ark+=13960=t9g450b9q,Sir Guy d'Esterre,"Bunbury, Selina,",1858,335,0.94,358
uiuo.ark+=13960=t6qz2wp7g,Stephan Langton,"Tupper, Martin Farquhar,",1858,292,0.94,310
uiuo.ark+=13960=t6sx6zv4w,Sylvan Holt's daughter,"Lee, Holme,",1858,331,0.96,344
uiuo.ark+=13960=t1bk2000s,The two brothers,"Ponsonby, Emily,",1858,311,0.97,322
uiuo.ark+=13960=t23b6pc06,Ursula,"Sewell, Elizabeth Missing,",1858,464,0.97,478
uiuo.ark+=13960=t8z89qb6x,A will and a way,"Coke, Henry J.",1858,335,0.95,352
uiuo.ark+=13960=t8tb1mz1r,"The world and his wife, or, A person of consequence","Lytton, Rosina Bulwer Lytton,",1858,297,0.98,304
njp.32101063693517,Margaret Hamilton;,"Newby, C. J.,",1858,297,0.96,308
njp.32101073371682,The handwriting on the wall,"Atherstone, Edwin,",1858,955,0.99,968
njp.32101073397513,"Recollections of Mrs. Hester Taffetas, court milliner and modiste during the reign of King George the Third and his consort Queen Charlotte",<blank>,1858,292,0.92,316
njp.32101076207669,"Tales from ""Blackwood """,<blank>,1858,395,0.96,412
uc2.ark+=13960=t0000330c,"Punch's letters to his son, and Punch's complete letter-writer","Jerrold, Douglas William,",1858,103,0.53,194
njp.32101065704411,The light of other days,"Reade, John Edmund,",1858,312,0.96,324
uc2.ark+=13960=t2h70c474,Diamonds and spades;,"Friswell, J. Hain",1858,356,0.96,370
njp.32101062932916,Framleigh Hall,"Wedgwood, Julia,",1858,313,0.97,324
dul1.ark+=13960=t4pk1061h,The three chances,<blank>,1858,272,0.97,280
uc2.ark+=13960=t40r9p29d,Memoirs of the court of Charles the Second,"Hamilton, Anthony,",1859,268,0.47,570
mdp.39015020934884,The world of ice;,"Ballantyne, R. M.",1859,309,0.9,344
mdp.39015022467214,The scouring of the White Horse;,"Hughes, Thomas,",1859,147,0.54,272
mdp.39015030937471,Thirty-five years of a dramatic author's life,"Fitzball, Edward,",1859,179,0.53,336
uc1.b4594152,The history of John Winchcomb,"Deloney, Thomas,",1859,81,0.55,148
mdp.39015078566976,A voyage to Lilliput by Lemuel Gulliver,"Swift, Jonathan,",1859,76,0.55,138
mdp.39015005300374,The thousand and one nights,<blank>,1859,311,0.52,594
inu.30000003096967,Cicely;,"Musgrave, Agnes.",1859,470,0.94,502
inu.30000007412517,Round the sofa,"Gaskell, Elizabeth Cleghorn,",1859,346,0.97,356
uc1.b3324544,Davenport Dunn,"Lever, Charles James,",1859,775,0.96,806
uc1.b3324616,"A life-long story, or, Am I my sister's keeper?",One of themselves.,1859,476,0.96,498
inu.39000005818161,Popular tales from the Norse,"Asbjørnsen, Peter Christen,",1859,515,0.75,686
uc2.ark+=13960=t7tm7472s,Novels of Sir Edward Bulwer Lytton,"Lytton, Edward Bulwer Lytton,",1859,396,0.97,410
uc2.ark+=13960=t6pz52x9g,My early days,"Farnham, Eliza Woodson Burhans,",1859,422,0.97,436
uc2.ark+=13960=t28912x1q,"Harry Roughton, or, Reminiscences of a revenue officer","Hamel, Felix John.",1859,361,0.96,376
uc2.ark+=13960=t55d8s68z,The fool of quality,"Brooke, Henry,",1859,454,0.95,478
uc2.ark+=13960=t3ws8p740,Confidences,"Aïdé, Hamilton,",1859,323,0.87,370
uc2.ark+=13960=t4bp0375p,The affectionate brothers;,"Hofland,",1859,157,0.84,188
uc2.ark+=13960=t84j0hc8r,"Alicia and her aunt; or, Think before you speak","Hofland,",1859,161,0.85,190
uc2.ark+=13960=t0sq8wc4t,The Barbadoes girl;,"Hofland,",1859,163,0.86,190
uc2.ark+=13960=t7xk8b10k,The clergyman's widow and her young family,"Hofland,",1859,178,0.86,208
uc2.ark+=13960=t6n01533k,"The young Crusoe; or, The shipwrecked boy","Hofland,",1859,163,0.86,190
uc2.ark+=13960=t6j100b5n,The master of the hounds,"Horlock, Knightley William,",1859,317,0.94,336
uc2.ark+=13960=t1cj8d99c,Erin-go-bragh;,"Maxwell, W. H.",1859,356,0.94,380
uc2.ark+=13960=t2b85hc07,Rich boys and poor boys,"Hofland,",1859,159,0.84,190
uc2.ark+=13960=t5k93f46r,The stolen boy;,"Hofland,",1859,158,0.85,186
uc2.ark+=13960=t4cn7c28t,William and his Uncle Ben,"Hofland,",1859,157,0.84,188
uc1.b3322505,Round the sofa,"Gaskell, Elizabeth Cleghorn,",1859,344,0.97,356
uc1.b3322506,Round the sofa,"Gaskell, Elizabeth Cleghorn,",1859,295,0.92,322
nnc1.0046234080,"The Tincker of Turvey, or, Canterbury tales",<blank>,1859,97,0.75,130
umn.319510024632212,"Each for himself: or, The two adventurers","Gerstäcker, Friedrich,",1859,416,0.93,448
nyp.33433075766505,"Marco Griffi, the Italian patriot","Webb-Peploe,",1859,358,0.96,372
nyp.33433074856778,Getting on,<blank>,1859,429,0.96,448
nyp.33433075727366,Robert Mornay,"Ferrer, Max.",1859,360,0.97,372
nyp.33433075727200,Alice Littleton,"Fitz-David, Forester,",1859,764,0.96,794
nyp.33433082524681,Three little kittens,"Ballantyne, R. M.",1859,40,0.74,54
nyp.33433082490297,The hunting-field,"Hieover, Harry,",1859,112,0.42,266
nyp.33433078795154,The captain's daughter,"Pushkin, Aleksandr Sergeevich,",1859,157,0.93,168
uiuo.ark+=13960=t01z4sj1f,Against wind and tide,"Lee, Holme,",1859,276,0.93,296
uiuo.ark+=13960=t9b56tw2x,Aggesden vicarage,<blank>,1859,283,0.94,300
uiuo.ark+=13960=t2x35cg1z,Bentley Priory,"Parker, Hastings,",1859,348,0.96,362
uiuo.ark+=13960=t0ft94t79,"Cousin Stella; or, Conflict","Stella,",1859,334,0.96,348
uiuo.ark+=13960=t3zs3bf86,Davenport Dunn,"Lever, Charles James,",1859,414,0.95,438
uiuo.ark+=13960=t0xp7kn27,A life-struggle,"Pardoe,",1859,324,0.92,352
uiuo.ark+=13960=t0gt63p4t,Miriam Copley,"Jeaffreson, John Cordy,",1859,316,0.95,332
uiuo.ark+=13960=t7kp8mf3n,Nelly Carew,"Power, Marguerite A.,",1859,263,0.93,284
uiuo.ark+=13960=t47p9m20q,Oceola,"Reid, Mayne,",1859,321,0.97,332
uiuo.ark+=13960=t3320g23c,Poplar house academy,"Manning, Anne,",1859,299,0.96,312
uiuo.ark+=13960=t5w675616,The Queen of Hearts,"Collins, Wilkie,",1859,318,0.92,344
uiuo.ark+=13960=t12n5qb1s,Raised to the peerage,"Owen, Octavius Freire,",1859,344,0.97,356
njp.32101068166394,Roccabella,"Chorley, Henry Fothergill,",1859,307,0.96,320
uiuo.ark+=13960=t8mc9b524,The three paths,"Grey, Herbert.",1859,305,0.97,314
uiuo.ark+=13960=t8gf1fh3r,Trust for trust,"Barrowcliffe, A. J.",1859,253,0.87,292
uiuo.ark+=13960=t1jh42w5m,The two homes,"Mathews, William,",1859,282,0.94,300
uiuo.ark+=13960=t9k36dp56,Woodleigh,"Robinson, F. W.",1859,317,0.96,330
uiuo.ark+=13960=t8rb7cd1b,"Wreck and ruin: or, Modern society","Cornwallis, Kinahan,",1859,264,0.82,322
njp.32101063693673,The curate of Cumberworth ; and The vicar of Roost,"Paget, Francis Edward,",1859,415,0.91,458
njp.32101067300382,May Templeton,"Taylor, Frances Magdalen.",1859,454,0.93,488
njp.32101068170636,"Gilbert Midhurst, M.P","Howard, Charles F.",1859,205,0.55,376
njp.32101064382763,When the snow falls,"Thomas, W. Moy",1859,323,0.93,346
njp.32101065203703,The last of the Cavaliers,"Piddington, Rose.",1859,345,0.97,354
uc2.ark+=13960=t5gb1zf4p,Old Jack,"Kingston, William Henry Giles,",1859,297,0.96,308
njp.32101069186433,Confessions of a too-generous young lady,<blank>,1859,221,0.94,236
uva.x030802449,The history of Moses Wimble,"Wimble, Moses.",1859,367,0.85,432
mdp.39015027898900,The adventures of Reuben Davidger;,"Greenwood, James,",1860,372,0.91,408
mdp.39015059423734,Lady Chesterfield's letters to her daughter,"Sala, George Augustus,",1860,238,0.94,252
mdp.39015063543824,Which is which?,"Brough, Robert B.",1860,280,0.94,298
mdp.39015063544921,Studies from life,"Craik, Dinah Maria Mulock,",1860,339,0.95,356
mdp.39015063553534,The lady of the manor,"Sherwood,",1860,424,0.98,432
mdp.39015063930898,Getting on,<blank>,1860,434,0.97,447
mdp.39015063560471,The man of the people,"Howitt, William,",1860,343,0.97,352
nyp.33433082431085,A cruise in the Pacific,<blank>,1860,152,0.42,358
mdp.39015047690394,The Englishman in China,<blank>,1860,129,0.43,302
uc2.ark+=13960=t9w08zk50,Four hundred humorous illustrations,"Leech, John,",1860,309,0.73,424
uc2.ark+=13960=t2b853m9r,The Washingtons,"Simpkinson, John Nassau,",1860,342,0.78,440
inu.32000009368004,Miss Mackenzie,"Trollope, Anthony,",1860,390,0.96,408
uc1.b3123842,Lord Fitzwarine,"Horlock, Knightley William,",1860,295,0.93,316
uc2.ark+=13960=t5fb5545t,The chronicles of the Crutch,"Jerrold, Blanchard,",1860,264,0.93,284
uc1.b3325603,The day of small things,"Manning, Anne,",1860,203,0.72,280
uc1.b4593631,"Clifton Grey; or, Love and war: a tale of the present day","Egan, Pierce,",1860,274,0.9,304
uiuo.ark+=13960=t9086wn6g,"The Baddington peerage: who won, and who wore it","Sala, George Augustus,",1860,324,0.95,340
uc2.ark+=13960=t8ff3rg9c,Cossack tales,"Gogolʹ, Nikolaĭ Vasilʹevich,",1860,161,0.59,272
uc1.b3122091,Collected novels,"Aimard, Gustave,",1860,915,0.97,946
uc2.ark+=13960=t6pz52j25,"The world of ice, or, Adventures in the polar regions","Ballantyne, R. M.",1860,323,0.97,332
uc2.ark+=13960=t9x060k11,Town and forest,"Manning, Anne,",1860,283,0.94,300
uc2.ark+=13960=t8sb40h6q,Legends of the Black Watch,"Grant, James,",1860,390,0.92,422
uc2.ark+=13960=t4fn13x5m,The handbook of swindling,"Jerrold, Douglas William,",1860,120,0.43,282
uiuo.ark+=13960=t2f76qn7n,Herbert Chauncey: a man more sinned against than sinning,"Elton, Arthur Hallam,",1860,300,0.86,348
uc2.ark+=13960=t6m043s5h,The little beauty,"Grey,",1860,331,0.96,346
uc2.ark+=13960=t6xw4f935,The works of Douglas Jerrold,"Jerrold, Douglas William,",1860,382,0.71,538
uc2.ark+=13960=t3tt4h93j,The skeleton in the cupboard,"Scott, Jane Jobson,",1860,289,0.96,300
uc2.ark+=13960=t4dn44315,"The sleeping bard; or, Visions of the world, death, and hell","Wynne, Ellis,",1860,123,0.84,146
nyp.33433082471115,"A journey on a plank from Kiev to Eaux-Bonnes, 1859","Pepys, Charlotte Maria,",1860,254,0.78,324
uc2.ark+=13960=t9n302p00,Holmby house,"Whyte-Melville, G. J.",1860,340,0.83,410
uc1.b3321956,The Gordian knot,"Brooks, Shirley,",1860,416,0.94,442
uc2.ark+=13960=t3028z12b,"The fortunes of the Colville family; or, A cloud with its silver lining","Smedley, Frank E.",1860,338,0.98,344
uc2.ark+=13960=t2f76fq96,Run to earth,"Braddon, M. E.",1860,409,0.96,424
nnc1.0059607254,Bāgh o Bahār;,<blank>,1860,188,0.46,406
nnc1.1002272601,Elfie in Sicily,<blank>,1860,192,0.6,320
nnc1.cu58325697,Whaling and fishing;,"Nordhoff, Charles,",1860,249,0.92,270
nyp.33433075746705,The settler in South Africa and other tales,"Hodges, R.",1860,127,0.88,144
nyp.33433008142246,"Steyne's grief; or, Losing, seeking, and finding","Owen, Fairleigh.",1860,407,0.97,418
nyp.33433075885461,The home-life of English ladies in the xvii. century,<blank>,1860,187,0.5,372
nyp.33433074935424,"Captain Hawk, or, The life of a highwayman",<blank>,1860,110,0.86,128
nyp.33433074970835,Artist and craftsman,<blank>,1860,462,0.96,480
nyp.33433074864392,Second to none,"Grant, James,",1860,438,0.95,460
nyp.33433074899000,"The colloquies of Edward Osborne, citizen and clothworker, of London","Manning, Anne,",1860,230,0.94,244
nyp.33433074870084,"John Horsleydown; or, The confessions of a thief","Holt, Thomas Littleton,",1860,311,0.95,326
nyp.33433074852702,Adventures of Mr. Wilderspin on his journey through life,"Halliday, Andrew,",1860,200,0.88,226
nyp.33433074916317,"Tales from ""Bentley""",<blank>,1860,433,0.74,582
uiuo.ark+=13960=t6834fr6m,The valley of a hundred fires,"Stretton, Julia Cecilia,",1860,308,0.96,320
dul1.ark+=13960=t99608d0t,The southlanders,"Fox, Mary,",1860,215,0.9,240
nyp.33433074951389,Dangers of Dutch-land;,<blank>,1860,79,0.84,94
nyp.33433075772719,Old leaves,"Wills, W. Henry",1860,437,0.96,454
nyp.33433074864269,Carstone rectory,"Graham, George,",1860,337,0.97,348
nyp.33433074871538,"Wearing the willow; or, Bride Fielding","Tytler, Sarah,",1860,340,0.93,364
nyp.33433074929005,The eye-witness,"Collins, Charles Allston,",1860,347,0.91,382
uiuo.ark+=13960=t71v6158f,Bond and free,"Jolly, Emily.",1860,293,0.96,304
nyp.33433075812416,The pearl of the Andes;,"Aimard, Gustave,",1860,19,0.86,22
nyp.33433075812366,The insurgent chief,"Aimard, Gustave,",1860,338,0.97,350
nyp.33433075812705,The tiger-slayer,"Aimard, Gustave,",1860,339,0.95,356
nyp.33433074920210,"Narragansett; or, The Plantations;",<blank>,1860,301,0.83,362
nyp.33433073356564,Cossack tales,"Gogolʹ, Nikolaĭ Vasilʹevich,",1860,258,0.92,280
uiuo.ark+=13960=t9b573c1d,Agnes Arnold,"MacCabe, William Bernard,",1860,245,0.88,280
uiuo.ark+=13960=t0wq0877x,Country landlords,"Beale, Anne.",1860,312,0.9,346
uiuo.ark+=13960=t5s75w58g,The earl's cedars,"Kettle, Rosa Mackenzie,",1860,307,0.96,320
uiuo.ark+=13960=t2k64rc26,From the peasantry to the peerage,Blue Tunic,1860,333,0.9,372
uiuo.ark+=13960=t0qr56s9x,Greymore,"Church, A. B.,",1860,327,0.96,340
uiuo.ark+=13960=t1pg22x56,The Hallow isle tragedy,<blank>,1860,306,0.97,316
uiuo.ark+=13960=t2c82wd69,Honesty is the best policy,"Peel, Augustus,",1860,282,0.97,290
uiuo.ark+=13960=t3223dx5j,Hulse House;,"Lister, T. H.",1860,291,0.96,302
uiuo.ark+=13960=t5gb2f42v,"Infant baptism, or, Hath this child been already baptized?",<blank>,1860,20,0.62,32
uiuo.ark+=13960=t3jw91b96,Mademoiselle Mori,"Roberts, Margaret,",1860,350,0.97,362
uiuo.ark+=13960=t9474rt85,Memoirs of a lady in waiting,"Fenton, J. D.",1860,261,0.91,288
uiuo.ark+=13960=t33209h0p,The semi-attached couple,"Eden, Emily,",1860,271,0.97,280
njp.32101068970662,"Seven years, and other tales","Kavanagh, Julia,",1860,329,0.96,344
uiuo.ark+=13960=t2794t97g,Stretton of Ringwood Chace,<blank>,1860,304,0.97,312
uiuo.ark+=13960=t7pn9fq53,Tried in the fire. A tale,"Daniel,",1860,290,0.91,318
uiuo.ark+=13960=t5h99ss05,Woman's temptation,"Dutton, Ralph,",1860,339,0.97,350
uiuo.ark+=13960=t7wm1w061,The Wortlebank diary,"Lee, Holme,",1860,319,0.96,332
njp.32101027913449,The Sepoy's daughter,<blank>,1860,869,0.99,882
njp.32101033250323,Scarsdale,"Kay-Shuttleworth, James,",1860,313,0.96,326
njp.32101066458397,From hay-time to hopping,"Coulton, Miss.",1860,232,0.87,268
njp.32101067627545,The cruize of the daring,"Armstrong, F. C.",1860,277,0.89,310
wu.89099774333,Why Paul Ferroll killed his wife,"Clive, Caroline,",1860,331,0.97,342
inu.30000132074505,Mr. and Mrs. Asheton,"Stretton, Julia Cecilia,",1860,335,0.96,350
njp.32101065704320,"Liberty hall, Oxon","Reade, William Winwood,",1860,288,0.88,326
uc1.$b386783,Off the line,"Thynne, Harriett Frances, Lady",1860,317,0.95,332
uc2.ark+=13960=t4sj1dw9w,"Ellen Mason; or, Principle and prejudice",<blank>,1860,84,0.69,122
mdp.39015021933646,Household proverbs;,"Burrows, E.",1861,287,0.74,390
uc2.ark+=13960=t4zg6qp1t,Gryll grange,"Peacock, Thomas Love,",1861,193,0.58,332
uiuo.ark+=13960=t1jh44z6t,"Warp and woof, or, The reminiscences of Doris Fletcher","Lee, Holme,",1861,295,0.96,308
uc1.b3139662,[American library,<blank>,1861,552,0.91,606
uc1.b3324549,One of them,"Lever, Charles James,",1861,528,0.95,553
uc2.ark+=13960=t2x34w21d,Wild Dayrell,"Kemp, John,",1861,423,0.97,438
uc2.ark+=13960=t1zc7v19b,The Carewes,"Gillies, Mary,",1861,281,0.82,342
uc2.ark+=13960=t3125zp8x,Norman Sinclair,"Aytoun, William Edmondstoune,",1861,259,0.76,340
