author	inferreddate	shorttitle	place
Liddell, Charles Francis	1857.0	Hidden links, or, The schoolfellows	enk
James, G. P. R. (George Payne Rainsford)	1857.0	Leonora d'Orco	enk
Neale, J. M	1857.0	The Lewes Riot	enk
Chalcraft, Harriette Amiel	1857.0	Lucy Aylmer	enk
Cornish	1857.0	Northwode priory	enk
Delorme, Charles	1857.0	The pedlar	enk
Rowcroft, Albert E	1857.0	Philip Darrell	enk
Morier, David R	1857.0	Photo the Suliote	enk
Grogan, Mercy	1857.0	The Roua pass ;	enk
	1857.0	The second wife	enk
Williams, F	1857.0	Seymour and his friends;	enk
St. John, Vane Ireton	1857.0	St. Eustace	enk
Paull, Margaret Agnes	1857.0	Still waters	enk
Reade, Charles	1857.0	White lies	enk
Hall, S. C., Mrs	1857.0	A woman's story	enk
Briscoe	1857.0	The young bride. A novel	enk
, Lady	1857.0	Willie's first drawing lessons; simple lines of nature	enk
Challice, Annie Emma	1857.0	The Sister of Charity; or, From Bermendsey to Belgravia	enk
Grogan, Mercy, Mrs	1857.0	The Roua Pass, or, Englishmen in the Highlands	enk
Bell, M. M	1857.0	Eda Morton and her cousins, or School-room days	enk
Lever, Charles James	1857.0	Nuts and nutcrackers	enk
White, D'Aubigné	1857.0	Madaron; or the artisan of Nismes : an historical romance of the sixteenth century	enk
Miss Pardoe, (Julia)	1857.0	"The thousand and one days; a companion to the ""Arabian nights"""	enk
Vicar of Heathfield. Jackson, William	1857.0	Stories and lessons on the catechism with the first-class girls of Forley	enk
Betham-Edwards, Matilda	1857.0	The white house by the sea	enk
Grant, James	1857.0	The highlanders of Glen Ora	enk
	1858.0	"Tales from ""Blackwood."" New series"	stk
	1858.0	The tender recollections of Irene Mac	stk
Reynolds, George W. M. (George William MacArthur)	1858.0	The young duchess, or, Memoirs of a lady of quality; a sequel to Ellen Percy	enk
Borrow, George Henry	1858.0	"The Romany rye, a sequel to ""Lavengro."""	enk
Napier, Charles James	1858.0	William the Conqueror. A historical romance	enk
Gatty, Alfred, Mrs	1858.0	Legendary tales	enk
King of England, Alfred	1858.0	The whole works of King Alfred the Great, with preliminary essays, illustrative of the history, arts, and manners, of the ninth century	enk
Malory, Thomas, Sir	1858.0	La mort d'Arthure. The history of King Arthur and of the knights of the Round Table	enk
Thoms, William John	1858.0	Early English prose romances : with bibliographical and historical introductions	enk
Cervantes Saavedra, Miguel de	1858.0	Adventures of Don Quixote de la Mancha	enk
Craik, Dinah Maria (Mulock), Mrs	1858.0	A woman's thoughts about women	enk
Hoare, George Tooker	1858.0	The village museum : or, How we gathered profit with pleasure	enk
Taffetas, Hester	1858.0	Recollections of Mrs. Hester Taffetas : court milliner and modiste during the reign of King George the Third and his consort Queen Charlotte	enk
Hubback J. Agnes Milbourne	1858.0	The stage and the company	enk
Poe, Edgar Allan	1858.0	The poetical works of Edgar Allan Poe : with original memoir	enk
Leatham, Edward A. (Edward Aldam)	1858.0	Charmione : a tale of the great Athenian revolution	enk
Manning, Anne	1858.0	The year nine : a tale of the Tyrol	enk
Tupper, Martin Farquhar	1858.0	Rides and reveries of the late Mr. Æsop Smith	enk
Gibney, Robert Dwarris	1858.0	My escape from the mutinies in Oudh	enk
Green, Henry	1858.0	A Manchester book	enk
Maitland, Julia Charlotte	1858.0	Historical acting charades, or, Amusements for winter evenings	enk
Dunlop, Madeline Anne Wallace-	1858.0	The timely retreat; or, A year in Bengal before the mutinies	enk
Gore	1858.0	Heckington;	enk
Herbert, George	1858.0	Gerald Fitzgerald	enk
Hofland	1858.0	The history of a merchant's widow and her young family	enk
Smythies,Gordon	1858.0	A lover's quarrel, or, The county ball	enk
Mayhew, Augustus	1858.0	Paved with gold;	enk
Bainbridge, William	1858.0	The day after to-morrow : or, Fata Morgana, containing the opinions of Mr. Serjeant Mallet ... on the future state of the British nation, and of the human race	enk
Jesse, Edward	1858.0	Anecdotes of dogs	enk
	1858.0	The drunkard's son: a tale for the times, founded on fact	enk
Owen, Fairleigh	1858.0	The Lathams: a tale	stk
Cole, Alfred W. (Alfred Whaley)	1858.0	Lorimer Littlegood, esq., : a young man who wished to see society and saw it accordingly	enk
Addison, Henry Robert	1858.0	Traits and stories of Anglo-Indian life	enk
Ainsworth, William Harrison	1858.0	The Tower of London: an historical romance	enk
Austin, Alfred	1858.0	Five years of it	enk
Batty, Beatrice	1858.0	An English girl's account of a Moravian settlement in the Black Forest	enk
Auerbach, Berthold	1858.0	Christian Gellert, and other sketches	enk
	1858.0	Four and twenty fairy tales : selected from those of Perrault and other popular writers	enk
	1858.0	The four sisters: Patience, Humility, Hope, & Love	enk
Lee, Eliza Buckminster	1858.0	Parthenia; or, the last days of paganism	enk
Kavanagh, Julia	1858.0	Ad??le	enk
Fullerton, Georgiana Charlotte Seveson-Gower, Lady	1858.0	The countess de Bonneval	enk
Hopton, Anna Maria	1858.0	Dawn and twilight	enk
	1858.0	Eva Desmond, or, Mutation	enk
Wilbraham, Frances M	1858.0	For and against	enk
Ellis, Sarah Stickney	1858.0	Friends at their own fireside	enk
Lavenu, L. S	1858.0	Gaston Bligh	enk
Day, Julia	1858.0	The Gilberts & their guests	enk
Caddell, Cecilia Mary	1858.0	Home & the homeless	enk
Manning, Anne	1858.0	The ladies of Bever Hollow	enk
Oliphant	1858.0	The laird of Norlaw	enk
James, G. P. R. (George Payne Rainsford)	1858.0	Lord Montagu's page	enk
Pardoe	1858.0	The poor relation	enk
Chatterton, Georgiana, Lady	1858.0	The reigning beauty	enk
Sheppard, Elizabeth Sara	1858.0	Rumour	enk
Bunbury, Selina	1858.0	Sir Guy d'Esterre	enk
Tupper, Martin Farquhar	1858.0	Stephan Langton	enk
Lee, Holme	1858.0	Sylvan Holt's daughter	enk
Ponsonby, Emily	1858.0	The two brothers	enk
Sewell, Elizabeth Missing	1858.0	Ursula	enk
Coke, Henry J	1858.0	A will and a way	enk
Lytton, Rosina Bulwer Lytton, Baroness	1858.0	The world and his wife, or, A person of consequence	enk
Newby, C. J, Mrs	1858.0	Margaret Hamilton; a novel	enk
Atherstone, Edwin	1858.0	The handwriting on the wall : a story	enk
	1858.0	Recollections of Mrs. Hester Taffetas, court milliner and modiste during the reign of King George the Third and his consort Queen Charlotte	enk
	1858.0	"Tales from ""Blackwood "" : New series"	stk
Jerrold, Douglas William	1858.0	Punch's letters to his son, and Punch's complete letter-writer	enk
Reade, John Edmund	1858.0	The light of other days	enk
Friswell, J. Hain	1858.0	Diamonds and spades;	enk
Wedgwood, Julia	1858.0	Framleigh Hall : a novel	enk
	1858.0	The three chances	enk
Hamilton, Anthony	1859.0	Memoirs of the court of Charles the Second	enk
Ballantyne, R. M. (Robert Michael)	1859.0	"The world of ice; or, The whaling cruise of ""The Dolphin,"" and the adventures of her crew in the polar regions. By Robert Michael Ballantyne"	enk
Hughes, Thomas	1859.0	The scouring of the White Horse; or, The long vacation ramble of a London clerk	enk
Saint, More, Thomas, Sir	1859.0	Utopia. Originally printed in Latin, 1516	enk
Fitzball, Edward	1859.0	Thirty-five years of a dramatic author's life	enk
Deloney, Thomas	1859.0	The history of John Winchcomb	enk
Swift, Jonathan	1859.0	A voyage to Lilliput by Lemuel Gulliver. With a sketch of the life of Swift	stk
	1859.0	The thousand and one nights, commonly called, in England, the Arabian nights' entertainments. A new translation from the Arabic, with copious notes	enk
Musgrave, Agnes	1859.0	Cicely, or The rose of Raby; an historical novel	enk
Gaskell, Elizabeth Cleghorn	1859.0	Round the sofa	enk
Lever, Charles James	1859.0	Davenport Dunn, a man of our day	enk
One of themselves	1859.0	A life-long story, or, Am I my sister's keeper? : facts and phases for the times	enk
Asbjørnsen, Peter Christen	1859.0	Popular tales from the Norse	stk
Lytton, Edward Bulwer Lytton, Baron	1859.0	Novels of Sir Edward Bulwer Lytton	stk
Farnham, Eliza Woodson Burhans	1859.0	My early days	enk
Hamel, Felix John	1859.0	Harry Roughton, or, Reminiscences of a revenue officer	enk
Brooke, Henry	1859.0	The fool of quality	enk
A??d??, Hamilton	1859.0	Confidences	enk
Hofland	1859.0	The affectionate brothers;	enk
Hofland	1859.0	Alicia and her aunt; or, Think before you speak	enk
Hofland	1859.0	The Barbadoes girl;	enk
Hofland	1859.0	The clergyman's widow and her young family	enk
Hofland	1859.0	The young Crusoe; or, The shipwrecked boy	enk
Horlock, Knightley William	1859.0	The master of the hounds	enk
Kingsley, Henry	1859.0	The recollections of Geoffry Hamlyn	enk
Maxwell, W. H. (William Hamilton)	1859.0	Erin-go-bragh;	enk
Hofland	1859.0	Rich boys and poor boys	enk
Hofland	1859.0	The stolen boy;	enk
Hofland	1859.0	William and his Uncle Ben	enk
Gaskell, Elizabeth Cleghorn	1859.0	Round the sofa. My Lady Ludlow	enk
Gaskell, Elizabeth Cleghorn	1859.0	The accursed race. The doom of the Griffiths. Half a life-time ago. The poor Clare. The half-brothers	enk
	1859.0	The Tincker of Turvey, or, Canterbury tales : an early collection of English novels	enk
Gerstäcker, Friedrich	1859.0	Each for himself: or, The two adventurers	enk
Sigourney, L. H. (Lydia Howard)	1859.0	Mary Rice: and other tales	enk
Webb-Peploe, (Annie), Mrs	1859.0	Marco Griffi, the Italian patriot	enk
	1859.0	Getting on: A tale of English life	enk
Ferrer, Max	1859.0	Robert Mornay	enk
pseud. Fitz-David, Forester	1859.0	Alice Littleton. A tale	enk
Ballantyne, R. M. (Robert Michael)	1859.0	Three little kittens	enk
Hieover, Harry	1859.0	The hunting-field	enk
Pushkin, Aleksandr Sergeevich	1859.0	The captain's daughter	enk
Lee, Holme	1859.0	Against wind and tide	enk
	1859.0	Aggesden vicarage	enk
Parker, Hastings	1859.0	Bentley Priory	enk
Stella	1859.0	Cousin Stella; or, Conflict	enk
Lever, Charles James	1859.0	Davenport Dunn	enk
Pardoe	1859.0	A life-struggle	enk
Jeaffreson, John Cordy	1859.0	Miriam Copley	enk
Power, Marguerite A	1859.0	Nelly Carew	enk
Reid, Mayne	1859.0	Oceola	enk
Manning, Anne	1859.0	Poplar house academy	enk
Collins, Wilkie	1859.0	The Queen of Hearts	enk
Owen, Octavius Freire	1859.0	Raised to the peerage	enk
Chorley, Henry Fothergill	1859.0	Roccabella : a tale of a woman's life	enk
Grey, Herbert	1859.0	The three paths	enk
Barrowcliffe, A. J	1859.0	Trust for trust	enk
Mathews, William	1859.0	The two homes	enk
Robinson, F. W. (Frederick William)	1859.0	Woodleigh	enk
Cornwallis, Kinahan	1859.0	Wreck and ruin: or, Modern society	enk
Paget, Francis Edward	1859.0	The curate of Cumberworth ; and The vicar of Roost : tales	enk
Taylor, Frances Magdalen	1859.0	May Templeton : a tale of faith and love	enk
Howard, Charles F	1859.0	Gilbert Midhurst, M.P	enk
Thomas, W. Moy (William Moy)	1859.0	When the snow falls / by W. Moy Thomas	enk
Piddington, Rose	1859.0	The last of the Cavaliers	enk
Kingston, William Henry Giles	1859.0	Old Jack	enk
	1859.0	Confessions of a too-generous young lady : with a later continuation	enk
Wimble, Moses	1859.0	The history of Moses Wimble : his remarkable adventures, humour, philosophy, course of true love, and extraordinary good fortune	enk
Greenwood, James	1860.0	The adventures of Reuben Davidger; seventeen years and four months captive among the Dyaks of Borneo	enk
Sala, George Augustus	1860.0	Lady Chesterfield's letters to her daughter	enk
Brough, Robert B. (Robert Barnabas)	1860.0	Which is which? or, Miles Cassidy's contract. A picture story	enk
Craik, Dinah Maria (Mulock), Mrs	1860.0	Studies from life	enk
Sherwood, (Mary Martha), 1775-1851, Mrs	1860.0	The lady of the manor	enk
	1860.0	Getting on: a tale of modern English life	enk
Howitt, William	1860.0	The man of the people	enk
Eliot, George	1860.0	The mill on the floss	stk
	1860.0	A cruise in the Pacific : from the log of a naval officer ; edited by Fenton Aylmer	enk
	1860.0	The Englishman in China	enk
	1860.0	Map showing the distribution of various superficial deposits between Lake Superior and Gasp??	xxk
Leech, John	1860.0	Four hundred humorous illustrations	enk
Simpkinson, John Nassau	1860.0	The Washingtons	enk
A. L. O. E	1860.0	Idols in the heart : a tale	enk
Trollope, Anthony	1860.0	Miss Mackenzie	enk
Horlock, Knightley William	1860.0	Lord Fitzwarine	enk
Jerrold, Blanchard	1860.0	The chronicles of the Crutch	enk
Manning, Anne	1860.0	The day of small things	enk
Egan, Pierce	1860.0	Clifton Grey; or, Love and war: a tale of the present day	enk
Sala, George Augustus	1860.0	The Baddington peerage: who won, and who wore it	enk
Ferry, Gabriel	1860.0	The wood-rangers	enk
Gogol?_, Nikola?_ Vasil?_evich	1860.0	Cossack tales	enk
Aimard, Gustave	1860.0	Collected novels	enk
Collins, Wilkie	1860.0	The woman in white	enk
Ballantyne, R. M. (Robert Michael)	1860.0	The world of ice, or, Adventures in the polar regions	enk
Manning, Anne	1860.0	Town and forest	enk
Grant, James	1860.0	Legends of the Black Watch	enk
Jerrold, Douglas William	1860.0	The handbook of swindling	enk
Elton, Arthur Hallam	1860.0	Herbert Chauncey: a man more sinned against than sinning	enk
Grey	1860.0	The little beauty	enk
Jerrold, Douglas William	1860.0	The works of Douglas Jerrold	enk
Scott, Jane Jobson	1860.0	The skeleton in the cupboard	enk
Wynne, Ellis	1860.0	The sleeping bard; or, Visions of the world, death, and hell	enk
Pepys, Charlotte Maria, Lady	1860.0	A journey on a plank from Kiev to Eaux-Bonnes, 1859	enk
Whyte-Melville, G. J. (George John)	1860.0	Holmby house	enk
Brooks, Shirley	1860.0	The Gordian knot : a story of good and of evil	enk
Smedley, Frank E. (Frank Edward)	1860.0	The fortunes of the Colville family; or, A cloud with its silver lining	enk
Braddon, M. E. (Mary Elizabeth)	1860.0	Run to earth	enk
	1860.0	Bāgh o Bahār; consisting of entertaining tales in the Hindūstānī language	enk
	1860.0	Elfie in Sicily	enk
Nordhoff, Charles	1860.0	Whaling and fishing; the sequel to A boy's voyages on board a man-of-war and in the merchant service. With four tinted illustrations	enk
Bennett, Charles H. (Charles Henry)	1860.0	The fables of Aesop and others, translated into human nature	enk
Hodges, R	1860.0	The settler in South Africa and other tales	enk
Kingston, William Henry Giles	1860.0	My first voyage to southern seas	enk
Owen, Fairleigh	1860.0	Steyne's grief; or, Losing, seeking, and finding	enk
	1860.0	The home-life of English ladies in the xvii. century	enk
	1860.0	Captain Hawk, or, The life of a highwayman : a romance	enk
	1860.0	Artist and craftsman	enk
Grant, James	1860.0	Second to none: a military romance	enk
Manning, Anne	1860.0	The colloquies of Edward Osborne, citizen and clothworker, of London	enk
Holt, Thomas Littleton	1860.0	John Horsleydown; or, The confessions of a thief:	enk
Halliday, Andrew	1860.0	Adventures of Mr. Wilderspin on his journey through life	enk
	1860.0	"Tales from ""Bentley"""	enk
Stretton, Julia Cecilia	1860.0	The valley of a hundred fires	enk
Fox, Mary	1860.0	The southlanders	enk
	1860.0	Dangers of Dutch-land; a tale for youth, descriptive of that interesting country	enk
Wills, W. Henry (William Henry)	1860.0	Old leaves : gathered from Household words	enk
Graham, George	1860.0	Carstone rectory. A story	enk
Tytler, Sarah	1860.0	Wearing the willow; or, Bride Fielding. A tale of Ireland and of Scotland sixty years ago	enk
Collins, Charles Allston	1860.0	The eye-witness, : and his evidence about many wonderful things	enk
Jolly, Emily	1860.0	Bond and free	enk
Aimard, Gustave	1860.0	The pearl of the Andes; a tale of love and adventure	enk
Aimard, Gustave	1860.0	The insurgent chief	enk
Aimard, Gustave	1860.0	The tiger-slayer. A tale of the Indian desert	enk
Friswell, J. Hain (James Hain)	1860.0	Out and about; a boy's adventures, written for adventurous boys	enk
	1860.0	Narragansett; or, The Plantations; a story of 177-	enk
Gogolʹ, Nikolaĭ Vasilʹevich	1860.0	Cossack tales	enk
MacCabe, William Bernard	1860.0	Agnes Arnold	enk
Beale, Anne	1860.0	Country landlords	enk
Kettle, Rosa Mackenzie	1860.0	The earl's cedars	enk
Blue Tunic	1860.0	From the peasantry to the peerage	enk
Church, A. B	1860.0	Greymore	enk
	1860.0	The Hallow isle tragedy	enk
Peel, Augustus	1860.0	Honesty is the best policy	enk
Lister, T. H	1860.0	Hulse House;	enk
	1860.0	Infant baptism, or, Hath this child been already baptized?	enk
Roberts, Margaret	1860.0	Mademoiselle Mori	enk
Fenton, J. D	1860.0	Memoirs of a lady in waiting	enk
Eden, Emily	1860.0	The semi-attached couple	enk
Kavanagh, Julia	1860.0	Seven years, and other tales	enk
	1860.0	Stretton of Ringwood Chace	enk
Daniel	1860.0	Tried in the fire. A tale	enk
Dutton, Ralph	1860.0	Woman's temptation	enk
Lee, Holme	1860.0	The Wortlebank diary	enk
	1860.0	The Sepoy's daughter: a true tale of the Indian War	enk
Kay-Shuttleworth, James, Sir	1860.0	Scarsdale : or, Life on the Lancashire and Yorkshire border, thirty years ago	enk
Coulton, Miss	1860.0	From hay-time to hopping	enk
